tt_code,primary_cluster,primary_probability,secondary_cluster,secondary_probability,sub_cluster,rail_label,cluster_name,cluster_description,sub_cluster_name,umap_x,umap_y
tt0014532,14,1.0,9,0.05159967674447321,8,The Biographical Odyssey Cluster → Epic Historical Quests,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Epic Historical Quests,8.900959,1.3513073
tt0014586,22,0.3166126598558917,38,0.01637590279406501,1,Dark Fantasy Horror Realm → French Noir Dark Fantasy,Dark Fantasy Horror Realm,"These films unite as eerie, supernatural tales that explore the darker corners of human experience.",French Noir Dark Fantasy,7.0638313,3.0403993
tt0014646,8,1.0,11,0.026914003980729385,7,Cyberpunk Odyssey Cluster → Neon Dreamscape Cluster,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Neon Dreamscape Cluster,8.142182,0.5289829
tt0014770,0,0.4921226912641042,3,0.001896058030142618,0,The American Frontier Odyssey → Western Quests and Legends,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Western Quests and Legends,-5.487339,-0.12071995
tt0015163,-1,0.0,30,0.05642819405685967,-1,Outlier,,,,6.784711,2.6903114
tt0015167,18,0.6915071700006417,17,0.03769461961159196,3,Whimsical Fantastical Comedies → Darkly Satirical Whimsy,Whimsical Fantastical Comedies,"These films blend fantasy, comedy, and satire to create a unique narrative voice.",Darkly Satirical Whimsy,6.9099717,2.0894938
tt0015175,17,0.9272247993827536,18,0.01518967422774121,2,Medieval Fantasy Odyssey Cluster → Dark Medieval Quests,Medieval Fantasy Odyssey Cluster,"These films share a common blend of high fantasy, adventure, and action elements set in medieval-inspired worlds.",Dark Medieval Quests,7.821231,0.8616974
tt0015324,-1,0.0,30,0.05200963726938037,-1,Outlier,,,,6.9116673,2.6738276
tt0015624,13,1.0,12,0.09714882307415819,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.83509,2.4215357
tt0015864,-1,0.0,30,0.06848245778490848,-1,Outlier,,,,7.014488,2.6326401
tt0016185,3,1.0,10,0.0159555278123086,7,East Asian Action Cinema Cluster → Samurai-Infused Action Films,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Samurai-Infused Action Films,10.445375,0.53907216
tt0016361,30,0.8832504755651583,31,0.08157356434607416,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.33274,2.93773
tt0016473,-1,0.0,27,0.09872418383880995,-1,Outlier,,,,7.1154037,4.072378
tt0016481,-1,0.0,31,0.08905949411882567,-1,Outlier,,,,6.4638624,3.4337242
tt0016629,26,1.0,27,0.04766657279181494,7,The Shadowed Thrill Ride → European Noir Thriller,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",European Noir Thriller,6.7244906,4.8791056
tt0016832,-1,0.0,31,0.04625789520308387,-1,Outlier,,,,6.690042,2.3393743
tt0017075,26,1.0,27,0.05161460948396003,7,The Shadowed Thrill Ride → European Noir Thriller,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",European Noir Thriller,6.7342644,4.889816
tt0017120,13,1.0,12,0.08141786238797138,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.865944,2.422906
tt0017132,21,1.0,31,0.031147771091840692,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.8986797,3.1069732
tt0017136,8,1.0,11,0.014902737298137965,11,Cyberpunk Odyssey Cluster → Neon Uprising Subcluster,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Neon Uprising Subcluster,8.421777,0.6753954
tt0017374,-1,0.0,31,0.05775955093867259,-1,Outlier,,,,6.440605,2.7520068
tt0017567,0,0.809791811666524,3,0.000713249396580554,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.415793,-0.21080658
tt0017621,22,0.37837678875196323,38,0.01872690210375308,1,Dark Fantasy Horror Realm → French Noir Dark Fantasy,Dark Fantasy Horror Realm,"These films unite as eerie, supernatural tales that explore the darker corners of human experience.",French Noir Dark Fantasy,7.033466,2.8510904
tt0017623,13,0.8006604168126976,12,0.09469744110954174,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.924027,2.3500338
tt0017632,-1,0.0,30,0.06930400591415664,-1,Outlier,,,,6.815787,2.4219167
tt0017736,14,1.0,15,0.04002878300353856,21,The Biographical Odyssey Cluster → California Dream Odyssey,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",California Dream Odyssey,8.628695,1.2580558
tt0017825,20,0.4077795158758552,27,0.03464051372368616,0,Gritty Crime Comedies → Psychological Gritty Thrillers,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",Psychological Gritty Thrillers,7.2837505,4.3993487
tt0017925,-1,0.0,19,0.06287787997692633,-1,Outlier,,,,7.180386,2.5857418
tt0017938,25,0.7189217417337712,31,0.03940987117094919,-1,French Romantic Dramas → (sub-outlier),French Romantic Dramas,Character-driven love stories set against the backdrop of France.,(sub-outlier),6.2083707,3.3169372
tt0017998,21,1.0,19,0.030518570425139727,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.8581047,3.0816896
tt0018051,16,1.0,10,0.01646266006554298,12,Wholesome Family Fantasies → Family Friendly Follies,Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",Family Friendly Follies,6.4020257,-0.25577086
tt0018054,14,1.0,9,0.04567146580554553,8,The Biographical Odyssey Cluster → Epic Historical Quests,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Epic Historical Quests,8.927745,1.3469671
tt0018087,25,0.6181098184771562,31,0.03883284526024344,5,French Romantic Dramas → French Existentialist Romances,French Romantic Dramas,Character-driven love stories set against the backdrop of France.,French Existentialist Romances,6.2220726,3.3479345
tt0018217,14,1.0,12,0.0450850307941256,27,The Biographical Odyssey Cluster → The Historical Epic Subcluster,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",The Historical Epic Subcluster,9.553689,1.3155297
tt0018451,-1,0.0,31,0.11519475390066092,-1,Outlier,,,,6.3395987,2.7967138
tt0018455,30,1.0,31,0.08040991285116239,25,Romantic Comedies of Self-Discovery → European Melancholic Romances,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Melancholic Romances,5.922695,2.7194765
tt0018742,16,1.0,10,0.03233984004799986,-1,Wholesome Family Fantasies → (sub-outlier),Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",(sub-outlier),6.376482,0.0005071476
tt0019195,21,0.7156458582190519,31,0.07020858727248146,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.6712723,3.1978476
tt0019412,16,1.0,10,0.022707253478324148,12,Wholesome Family Fantasies → Family Friendly Follies,Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",Family Friendly Follies,6.4062324,-0.106137075
tt0019563,-1,0.0,26,0.050695322538044034,-1,Outlier,,,,6.9779387,4.707358
tt0019777,7,1.0,6,0.00895271456977556,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.336637,-1.3522992
tt0019889,21,0.9132039373486333,19,0.0680554401224225,1,Romantic Realities → Dark Romantic Realities,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Dark Romantic Realities,7.2227454,3.6414285
tt0019901,8,1.0,11,0.026104025687652205,7,Cyberpunk Odyssey Cluster → Neon Dreamscape Cluster,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Neon Dreamscape Cluster,8.209244,0.533363
tt0020230,14,1.0,12,1.5780587396322002e-307,15,The Biographical Odyssey Cluster → Epic Historical Quests,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Epic Historical Quests,9.476425,1.2546028
tt0020269,-1,0.0,21,0.050509212682800037,-1,Outlier,,,,6.7823453,3.7160316
tt0020590,21,1.0,19,2.7043925149919422e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.9004245,3.1580527
tt0020620,-1,0.0,12,0.03037233433615345,-1,Outlier,,,,9.377773,1.6627715
tt0020629,13,0.9886115188003802,12,0.0937513695749697,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.926147,2.282511
tt0020641,21,1.0,19,2.6238829555339704e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.8175635,3.184711
tt0020668,-1,0.0,27,0.06470003320040076,-1,Outlier,,,,7.093541,3.848858
tt0020691,0,0.4812063599010413,3,0.0016121779239844198,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.429657,-0.2038476
tt0020842,7,1.0,6,0.009506007190521614,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.3691063,-1.3647554
tt0020876,16,1.0,10,0.03440686863591198,8,Wholesome Family Fantasies → Family Friendly Farce,Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",Family Friendly Farce,6.6616626,-0.39565736
tt0021016,7,1.0,6,0.04356997736907829,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.268515,-1.4383217
tt0021030,30,1.0,28,0.06307603442858015,10,Romantic Comedies of Self-Discovery → European Romantic Escapes,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Escapes,5.6569076,1.9615561
tt0021165,26,1.0,27,0.04866449548828306,7,The Shadowed Thrill Ride → European Noir Thriller,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",European Noir Thriller,6.742375,4.837942
tt0021192,-1,0.0,43,0.03859908782322668,-1,Outlier,,,,7.8333707,4.870615
tt0021309,10,1.0,16,0.030876364707980157,5,Whimsical Fantasy Comedies → Fantastical Romps with Royalty,Whimsical Fantasy Comedies,"These films share a lighthearted, imaginative blend of adventure, comedy, and fantasy elements.",Fantastical Romps with Royalty,7.950797,-1.4047599
tt0021310,21,1.0,19,2.6955817051714376e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.9341135,3.1349976
tt0021505,21,0.763164012716337,19,0.06715911821714357,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,7.0865936,3.3863027
tt0021616,30,1.0,28,0.06051218492444085,27,Romantic Comedies of Self-Discovery → European Romantic Dramas of Self-Discovery,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Self-Discovery,5.556249,2.4203758
tt0021749,21,1.0,19,0.0481611622373551,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.9059615,2.9957888
tt0021815,22,0.8578176264830301,38,0.019180954424141007,0,Dark Fantasy Horror Realm → Whimsical Dark Fantasy,Dark Fantasy Horror Realm,"These films unite as eerie, supernatural tales that explore the darker corners of human experience.",Whimsical Dark Fantasy,6.9159336,2.7400026
tt0021818,-1,0.0,20,0.0389280574732533,-1,Outlier,,,,7.745646,4.2125077
tt0021884,8,1.0,11,0.0583848306798932,43,Cyberpunk Odyssey Cluster → Horror-Infused Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Horror-Infused Cyberpunk,7.5579123,2.049477
tt0021890,21,0.7824027931071332,19,0.06754245084945107,1,Romantic Realities → Dark Romantic Realities,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Dark Romantic Realities,7.2597494,3.5125
tt0022034,7,1.0,6,0.025137831516858136,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.378388,-1.3697021
tt0022100,26,0.8336330719565223,39,0.039232594820338716,7,The Shadowed Thrill Ride → European Noir Thriller,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",European Noir Thriller,6.8434787,4.9000382
tt0022149,21,1.0,19,2.5608847975703517e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.876515,3.2352695
tt0022290,21,0.9132039373486333,19,0.06678955749496134,1,Romantic Realities → Dark Romantic Realities,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Dark Romantic Realities,7.2551517,3.6656415
tt0022578,21,1.0,19,0.02211396685577438,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.878698,3.147405
tt0022615,21,1.0,19,3.8777471677404686e-307,2,Romantic Realities → Fantastical Quests,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Fantastical Quests,7.550011,3.21233
tt0022645,27,1.0,20,2.3945507530461065e-307,1,The European Noir Thrillers → European Comedy Thrillers,The European Noir Thrillers,"Characterized by dark, suspenseful explorations of crime and law enforcement in post-war Europe.",European Comedy Thrillers,6.652926,4.0890965
tt0022689,21,0.7838034114203302,19,0.10447629164159111,2,Romantic Realities → Fantastical Quests,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Fantastical Quests,7.397084,2.9894896
tt0022699,7,1.0,6,0.021960927894108643,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.373121,-1.3594809
tt0022835,8,1.0,11,0.05748769531350976,43,Cyberpunk Odyssey Cluster → Horror-Infused Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Horror-Infused Cyberpunk,7.542859,2.0695145
tt0022867,21,1.0,31,0.03453474250034378,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.9267807,3.135662
tt0022879,13,0.9743676042677067,12,0.10185962842290706,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.801325,2.4427898
tt0022913,-1,0.0,38,0.05562926968418941,-1,Outlier,,,,7.2321067,3.4255464
tt0023194,8,1.0,11,0.06427597374616968,43,Cyberpunk Odyssey Cluster → Horror-Infused Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Horror-Infused Cyberpunk,7.5329876,2.1035755
tt0023284,27,0.49342964772731973,20,0.030660235547383872,0,The European Noir Thrillers → Psychological Crime Thrillers,The European Noir Thrillers,"Characterized by dark, suspenseful explorations of crime and law enforcement in post-war Europe.",Psychological Crime Thrillers,6.591047,4.3947353
tt0023382,21,1.0,31,2.5291389108220397e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.9707465,3.0991678
tt0023395,21,1.0,19,2.809939779223129e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.966844,3.0988708
tt0023525,21,1.0,19,0.06312381324531045,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.991467,3.3387742
tt0023589,21,1.0,19,0.03554010302977114,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.8858137,3.139809
tt0023616,0,0.7826949354382199,3,0.0012034717256509048,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.4112983,-0.21973205
tt0023622,21,0.9255075734608679,31,0.06582093684222648,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.7377257,3.1384468
tt0023649,22,0.37027604448551876,38,0.018046269516636862,1,Dark Fantasy Horror Realm → French Noir Dark Fantasy,Dark Fantasy Horror Realm,"These films unite as eerie, supernatural tales that explore the darker corners of human experience.",French Noir Dark Fantasy,7.01327,3.1477182
tt0023694,-1,0.0,22,0.03738665303259702,-1,Outlier,,,,7.1642265,3.619453
tt0023731,1,0.7255738022932896,36,0.00347881818676887,1,Crime Thrillers of Deception → California Family Deceit,Crime Thrillers of Deception,These films masterfully weave psychological suspense and crime elements to create a complex web of deception.,California Family Deceit,5.881165,11.783735
tt0023808,21,1.0,19,3.922171774056431e-307,2,Romantic Realities → Fantastical Quests,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Fantastical Quests,7.5730557,3.2144408
tt0023902,13,1.0,12,0.10246728241571808,-1,War and Human Struggle → (sub-outlier),War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,(sub-outlier),10.915534,2.304949
tt0023973,13,0.9440400351891348,12,0.12329956767113484,0,War and Human Struggle → European Wartime Odyssey,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,European Wartime Odyssey,10.927029,2.3677633
tt0024044,21,1.0,19,0.07947266820980346,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,7.2245073,3.1845312
tt0024055,-1,0.0,22,0.039528637169216375,-1,Outlier,,,,7.208599,3.7589471
tt0024083,7,1.0,6,0.023401370533316014,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.3244176,-1.3579469
tt0024151,21,1.0,19,0.042491259163602704,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.929263,3.2427266
tt0024184,8,1.0,11,0.06074131324157067,43,Cyberpunk Odyssey Cluster → Horror-Infused Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Horror-Infused Cyberpunk,7.5298743,2.0969274
tt0024188,8,1.0,11,0.057369114738404496,43,Cyberpunk Odyssey Cluster → Horror-Infused Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Horror-Infused Cyberpunk,7.611261,2.0965376
tt0024216,8,0.6385466076532899,11,0.048067780907283676,6,Cyberpunk Odyssey Cluster → Neo-Noir Action Odyssey,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Neo-Noir Action Odyssey,7.984352,2.1838374
tt0024262,21,1.0,19,2.9713683099673477e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.9707456,3.1339104
tt0024264,16,1.0,10,0.021316280403946692,6,Wholesome Family Fantasies → Heartwarming Life Stories,Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",Heartwarming Life Stories,6.7214384,-0.065290324
tt0024302,21,1.0,19,2.860956323488615e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.952427,3.1126559
tt0024480,-1,0.0,31,0.04895591221753887,-1,Outlier,,,,6.6325073,3.2058563
tt0024500,0,1.0,3,1.1111846008857795e-308,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.401836,-0.22117689
tt0024548,14,0.859804006258166,9,0.04232729986475345,11,The Biographical Odyssey Cluster → Comedic Triumphs,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Comedic Triumphs,9.065904,0.9790123
tt0024645,21,1.0,19,3.979673161797469e-307,2,Romantic Realities → Fantastical Quests,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Fantastical Quests,7.5333166,3.1424513
tt0024647,0,0.6021832696657474,3,0.001563458081880104,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.428246,-0.20630026
tt0024894,-1,0.0,37,0.07859132584089358,-1,Outlier,,,,7.275114,3.944737
tt0025028,7,0.5781577547478763,6,0.0465223902662101,1,Musical Romances and Comedies → Romantic Melodramas,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Romantic Melodramas,7.218441,-1.1073073
